date,longitude,latitude,resight,size,source
01/25/1961,-55.0,51.97,0,LG,IIP
02/03/1961,-49.93,49.45,0,SM,IIP
02/03/1961,-54.67,53.57,0,LG,IIP
02/03/1961,-54.25,53.52,0,LG,IIP
02/03/1961,-53.87,53.85,0,LG,IIP
02/04/1961,-58.23,45.37,0,BBGR,IIP
02/21/1961,-51.33,48.53,0,LG,IIP
02/21/1961,-50.17,48.3,0,LG,IIP
02/21/1961,-50.62,48.57,0,MED,IIP
02/21/1961,-50.42,49.13,0,LG,IIP
02/21/1961,-51.55,49.15,0,LG,IIP
02/21/1961,-53.37,49.22,0,LG,IIP
02/21/1961,-51.28,49.28,0,SM,IIP
02/21/1961,-52.33,49.63,0,LG,IIP
02/21/1961,-52.83,49.63,0,LG,IIP
02/21/1961,-52.18,46.7,0,LG,IIP
02/21/1961,-51.87,46.97,0,LG,IIP
02/22/1961,-51.88,46.85,1,LG,IIP
02/22/1961,-52.08,46.52,1,LG,IIP
02/25/1961,-48.27,47.92,0,LG,IIP
02/25/1961,-47.08,46.15,0,LG,IIP
02/25/1961,-52.92,49.68,0,LG,IIP
02/25/1961,-52.5,52.95,0,LG,IIP
02/25/1961,-52.98,53.03,0,LG,IIP
02/25/1961,-51.63,46.03,0,MED,IIP
02/25/1961,-48.45,48.25,0,LG,IIP
02/25/1961,-51.07,48.32,0,LG,IIP
02/25/1961,-50.18,48.33,0,BBGR,IIP
02/25/1961,-48.68,48.73,0,LG,IIP
02/25/1961,-49.05,47.28,0,LG,IIP
02/26/1961,-48.07,46.82,0,SM,IIP
02/26/1961,-48.87,47.15,0,LG,IIP
02/26/1961,-48.58,47.25,0,LG,IIP
02/26/1961,-49.32,47.58,0,BBGR,IIP
02/26/1961,-48.93,47.92,0,BBGR,IIP
02/26/1961,-49.78,47.82,0,LG,IIP
02/26/1961,-49.82,47.83,0,BBGR,IIP
02/26/1961,-49.95,47.95,0,LG,IIP
02/26/1961,-50.03,48.28,0,X,IIP
02/26/1961,-50.37,48.63,0,X,IIP
02/26/1961,-50.45,48.63,0,LG,IIP
02/26/1961,-51.0,48.63,0,X,IIP
02/26/1961,-50.67,49.65,0,LG,IIP
02/26/1961,-50.63,48.67,0,LG,IIP
02/26/1961,-49.67,48.75,0,X,IIP
02/26/1961,-50.2,48.85,0,BBGR,IIP
02/26/1961,-50.45,48.88,0,X,IIP
02/26/1961,-49.17,49.75,0,X,IIP
02/27/1961,-51.38,46.55,1,LG,IIP
02/27/1961,-47.13,46.92,0,BBGR,IIP
02/28/1961,-47.58,46.2,0,LG,IIP
02/28/1961,-51.23,46.73,1,LG,IIP
